UF;Sexo;Cor;Anos de Estudo;Renda;Altura;nascimento
14;0;2;16;6000;1787944121;1956
14;1;8;16;8000;1638232159;1967
14;0;8;12;900;1741444796;1982
14;0;8;12;1200;1650914092;1981
14;1;2;16;4000;1814630525;1971
14;0;8;13;1600;1739133251;1974
14;0;2;12;1500;1739010295;1966
14;1;8;12;5000;1518593658;1968
14;0;8;12;1200;1772638883;1988
14;1;4;16;18000;1736461767;1980
14;0;2;9;0;17507466;1965
14;0;8;12;1600;1808992171;1988
14;0;8;13;2300;1806143024;1987
14;0;8;5;6000;1800268687;1982
14;0;0;12;808;1676440423;1987
14;0;8;12;1460;1666054304;1990
14;0;4;9;1500;1639258633;1983
14;0;2;1;800;1671614623;1968
14;1;8;12;788;1647912646;1984
14;0;8;12;7000;1756447985;1982
14;0;8;15;2800;1673783671;1995
14;1;8;12;1500;1485187488;2000
14;0;8;11;1300;1729838998;1982
14;0;8;7;2300;1666655618;1954
14;0;2;12;2400;1706941133;1979
14;1;8;16;1050;1719277832;1975
14;1;2;9;1500;1692071598;1968
14;1;2;16;1500;1680482239;1993
14;0;2;9;2200;1665544001;1980
14;0;8;12;2000;1791364732;1991
14;1;8;16;3500;1846242896;1971
14;1;4;12;3500;153604471;1963
14;1;8;12;3000;1697290124;1969
14;0;8;9;7800;1625799499;1979
14;1;8;16;2000;1612004741;1983
14;0;4;16;2500;1593128543;1981
14;0;8;5;2100;1747648693;1960
14;0;8;16;1200;174939065;1998
14;0;8;15;5000;1629341872;1991
14;0;2;16;10000;1605471696;1980
14;0;2;16;4000;183629015;1963
14;1;8;16;1500;1554013557;1989
14;0;8;12;2000;1752494373;1969
14;0;8;12;1600;1608086656;2001
14;0;2;5;1500;1649755728;1963
14;1;4;3;700;1692784859;1967
14;1;8;13;788;1699132762;1983
14;1;8;12;4000;1723948448;1969
14;1;8;12;1400;1639338187;1966
14;0;2;12;1045;1682325169;1991
14;1;8;6;600;1763129406;1962
14;0;8;12;1350;1698329895;1990
14;1;2;16;788;1802666265;2000
14;0;8;12;2000;1792607638;1987
14;0;8;12;1200;1700954328;1993
14;0;8;6;0;1634233566;1960
14;0;8;15;1800;1753456712;1985
14;1;2;14;788;172691777;1982
14;0;8;16;6000;1630378849;2002
14;1;2;16;7000;164597792;1975
14;0;8;10;800;1645897036;1983
14;1;8;4;788;1713439933;1971
14;1;8;8;600;1612380693;1966
14;1;8;16;2000;1777288151;1966
14;1;8;12;900;1659646647;1983
14;0;8;16;1500;1698902049;1977
14;0;0;12;1200;1758673124;2004
14;0;4;9;800;1754060011;1984
14;0;8;5;2000;1572706773;1964
14;0;2;11;1000;1775532755;1970
14;1;8;11;788;1641102952;1994
14;0;8;3;500;1739390766;1961
14;1;4;15;788;1759713673;1992
14;0;8;16;5000;1684632231;1958
14;0;8;2;930;1696483877;1976
14;0;8;11;1650;1657676656;1988
14;0;8;5;200;1679870959;1973
14;1;8;11;808;1643673356;2001
14;0;2;14;1515;1808129708;2000
14;0;8;9;1200;1609307028;1975
14;1;8;10;788;1699542084;1977
14;0;4;12;1200;1668560517;1973
14;0;4;1;1500;1631826974;1982
14;0;8;12;1200;1793329733;1979
14;1;8;16;1700;1700209958;1990
14;0;4;12;1500;161591221;1976
14;0;2;16;4100;1667983954;1991
14;0;4;1;788;1754721183;1981
14;0;8;12;1600;1659001953;1993
14;0;2;8;800;1813062844;1968
14;0;8;7;900;1645037371;1975
14;0;8;12;900;1704225909;1981
14;0;8;11;1250;1783573085;1997
14;1;8;8;1200;1832514758;1990
14;0;4;8;992;1717120831;1995
14;1;8;9;1300;1684901477;1982
14;1;8;1;200;17178907;1962
14;0;8;5;1000;16707936;1982
14;1;2;12;808;1707540215;1982
14;1;8;12;1800;177768626;1996
14;1;8;12;788;1728115273;1983
14;1;8;15;2500;1702247502;1990
14;0;8;12;1200;1547933118;2001
14;0;8;12;1000;171376532;1991
14;1;8;12;1000;1729234564;1977
14;0;8;12;4000;1635615937;1972
14;1;8;12;788;1796578511;1999
14;1;8;12;800;1683969146;1983
14;1;8;8;788;1687065368;1992
14;0;2;9;3000;1670885634;1973
14;1;8;10;400;1685633405;1967
14;1;2;6;1500;1693323616;1970
14;0;8;12;1100;1692950063;1995
14;1;8;9;788;1622691748;1976
14;0;8;10;2500;1748494431;1992
14;0;2;12;800;1715990072;1999
14;0;8;13;1200;157141358;1990
14;1;8;1;788;1735048851;1988
14;0;8;1;960;1752698962;1958
14;1;8;12;360;1672237733;1985
14;0;4;16;1500;1699514787;1986
14;0;2;12;788;1609973776;2001
14;1;8;9;788;1692902854;1977
14;1;8;12;1400;152247641;1971
14;0;8;6;2000;1763180574;1971
14;0;8;14;1100;1698947362;1996
14;1;8;15;1400;1703360632;1980
14;0;8;16;2000;1616685594;1988
14;0;8;12;788;1674648812;1993
14;1;8;12;400;1748747409;1976
14;1;8;12;788;1734199692;1992
14;1;4;12;788;1641704472;1990
14;1;8;12;1000;1783724004;1976
14;1;8;12;500;1672771286;1973
14;0;2;9;1200;1650433083;1962
14;1;8;1;350;1629967746;1954
14;0;4;8;600;175577538;1990
14;1;4;12;500;1723943302;1961
14;1;8;14;1200;1596343967;1987
14;1;8;12;1700;1693340468;1969
14;1;8;15;1400;1675089547;1996
14;1;8;12;1200;1764312954;1971
14;0;2;12;788;1727889665;1994
14;1;2;12;1500;1577803844;1971
14;0;8;12;3000;1692680351;1991
14;1;8;16;2800;1706961249;1971
14;0;8;14;1100;1748056875;1995
14;1;8;14;788;1755637847;1989
14;1;8;12;4000;1537263749;1972
14;1;8;12;500;1877663481;1972
14;0;2;9;3000;1820828938;1962
14;0;2;9;788;1728404646;2000
14;0;8;12;2000;1601796365;1983
14;0;2;9;3500;1753822947;1974
14;0;8;12;1000;1593310915;1976
14;1;8;16;788;1737666505;1983
14;0;8;16;3000;17785439;1980
14;0;4;9;5000;1740535067;1982
14;0;4;6;788;1697444124;1950
14;1;2;12;910;1708695086;1985
14;0;8;12;1500;1580478493;1972
14;1;8;16;1000;1831325115;1993
14;0;4;4;788;1609063072;1971
14;1;8;9;250;1891388361;1995
14;0;8;3;700;1803442196;1957
14;0;8;12;788;1606105648;1991
14;1;8;4;700;1787462069;1977
14;0;8;7;200;1633655804;1983
14;0;8;12;1800;1766473317;1993
14;0;8;7;2500;1712917791;1977
14;0;8;12;6000;1682477205;1972
14;0;8;8;1000;165739865;1981
14;1;8;5;500;1718527244;1965
14;1;8;8;788;1664670712;1982
14;0;8;2;788;1565184964;1972
14;0;2;11;1700;1853155351;1996
14;0;8;12;2200;1743783362;1983
14;1;8;1;240;1705986442;1981
14;0;8;1;788;1690704022;1981
14;0;8;1;788;178966312;1964
14;1;8;6;788;1689062361;1967
14;1;8;12;800;1867084493;1982
14;0;8;12;1000;1626172818;1995
14;0;8;16;2000;17748456;1989
14;1;8;15;1200;1850515187;2002
14;0;8;10;3000;1683916719;1976
14;0;8;5;3000;1717765483;1972
14;1;8;12;1200;1710659396;1969
14;0;8;12;788;1788873873;1984
14;0;8;4;788;1654312922;1952
14;1;8;15;3278;1536499955;1971
14;0;4;12;1200;1574633766;1985
14;1;8;12;2200;1641477585;1982
14;1;8;15;1150;1810990898;1992
14;0;4;1;1500;1756445651;1977
14;1;8;12;788;1643448484;1970
14;0;8;12;1200;1699163866;1974
14;0;8;12;800;167958745;1986
14;0;8;9;1400;1808033179;1975
14;1;2;12;900;1679852803;1994
14;0;4;5;2500;1629810282;1968
14;0;0;16;1892;1805332083;1983
14;0;8;9;700;1819705726;1996
14;1;8;12;1000;1756794082;1998
14;0;8;12;1080;1694239738;2000
14;0;8;5;0;1791408261;1987
14;1;2;16;3000;1654468904;1980
14;0;8;9;800;156707123;2000
14;1;8;12;918;183192286;1983
14;1;8;16;8000;1770076113;1991
14;0;2;12;1150;1596326491;1992
14;0;8;15;3000;190385236;1994
14;1;2;16;4000;1719322582;1966
14;0;8;12;2300;1678888642;2000
14;1;8;16;1000;1544675253;1999
14;0;8;5;788;1611028248;1961
14;0;2;15;1500;1604380539;1989
14;0;8;15;2000;1780073134;1991
14;0;8;16;6000;1754658197;1965
14;0;8;16;2039;1856690944;1986
14;0;8;9;1360;1656193811;1989
14;1;4;5;788;1760269532;1979
14;1;4;5;788;181166696;1983
14;0;8;16;3000;1663906245;1970
14;1;4;9;788;1534919714;1983
14;1;8;1;788;1651101844;1974
14;0;8;12;1032;171651992;1999
14;1;8;12;788;1878584904;1992
14;1;2;9;788;1744301569;1978
14;0;8;12;1800;1738044926;1987
14;0;8;12;1500;1746827139;1988
14;1;0;9;500;1573734896;1993
14;0;8;9;788;1764740758;1962
14;0;8;16;1000;1946004493;1993
14;0;2;5;788;1724556371;1980
14;0;8;8;788;1782349417;1965
14;0;8;12;4000;1689194434;1980
14;0;8;16;20000;1692653436;1976
14;0;8;16;1500;1856622774;1987
14;0;8;16;2000;1746681141;1990
14;0;8;12;4000;173692577;1968
14;0;8;12;4100;1625412925;1995
14;0;8;16;1700;1675176672;1983
14;0;8;6;700;1606713251;1979
14;1;8;1;300;169081911;1961
14;0;4;5;600;1702519256;1963
14;0;8;9;900;1628775436;1981
14;1;8;16;5800;1857870465;1979
14;0;8;12;4800;1751861033;1980
14;1;8;12;1100;163359867;1965
14;1;4;15;1200;1660352288;1972
14;1;8;16;4000;1616220292;1965
14;0;2;12;1300;1707721693;1986
14;1;8;12;1300;1817667392;1993
14;1;8;9;300;1753237335;1978
14;0;8;9;1800;1689149223;1977
14;0;2;12;500;184588896;1971
14;1;8;9;800;1739682374;1986
14;1;8;12;2100;1663455549;1975
14;1;8;12;788;1829712364;1985
14;1;4;6;788;1722488561;1965
14;1;4;12;1200;175625894;1971
14;0;8;16;5000;1715951328;1981
14;1;4;9;788;1770469418;1985
14;0;2;12;1600;1828559621;1963
14;1;8;9;700;1692515044;1992
14;0;2;16;5000;1782512272;1972
14;0;4;16;3000;175072798;1986
14;1;8;16;2000;1658809049;1986
14;0;2;8;788;1712865149;1971
14;0;8;9;2500;1733273146;1975
14;0;8;12;700;1684747824;1988
14;0;2;16;8000;1717549714;1987
14;0;8;13;1600;1599906807;1980
14;1;4;14;788;1741283187;1985
14;0;8;8;1800;1668403695;1997
14;1;8;12;2800;1795624451;1989
14;0;8;1;1000;168588544;1979
14;0;8;5;1000;1600822715;1990
14;0;2;9;788;1518932735;1986
14;1;8;12;2000;1662752863;1990
14;0;8;16;6000;1718980507;1990
14;1;6;14;3000;1752834416;1982
14;0;8;15;2500;1563834587;1989
14;0;8;3;1300;1785417193;1989
14;0;8;1;1500;1799397106;1980
14;1;8;12;850;1602243881;1982
14;1;0;7;2300;1666399709;1971
14;0;8;1;500;1728539097;1952
14;0;8;8;1250;1747721262;1986
14;0;4;11;3000;1744069119;1979
14;1;8;5;400;1714409735;1970
14;0;8;16;6000;1620211492;1990
14;0;2;16;3200;1757902051;1980
14;0;8;13;4000;1582049542;1989
14;0;8;6;750;1736884046;1974
14;1;8;12;2300;1683318367;1974
14;0;8;16;2300;171851758;1976
14;1;0;9;600;1794243676;1997
14;0;8;9;900;1696965372;1984
14;1;0;7;788;169649086;2000
14;1;8;16;1901;1650504025;1982
14;0;0;8;900;182375118;1984
14;1;8;16;2600;1816975474;1981
14;0;8;5;330;1698688846;1956
14;0;2;7;788;1630672921;1965
14;0;8;7;400;1737696533;1982
14;0;2;7;4000;1757346179;1963
14;0;4;4;1000;1750340604;1964
14;0;0;13;1600;1594120614;1945
14;0;8;8;1000;1760329541;2001
14;0;8;6;1500;1616242889;1983
14;0;0;11;300;1760668663;1997
14;0;0;3;800;1725562705;2000
14;0;8;10;600;1797942103;1988
14;0;4;4;788;1660742461;1986
14;0;8;7;788;1631847098;1975
14;0;8;5;600;1725712449;1953
14;0;8;7;900;1670785501;1974
14;0;2;11;788;1592612841;1999
14;0;8;2;500;1611133759;1988
14;1;2;1;120;1619771174;1979
14;0;8;12;1000;1815713584;1992
14;0;8;5;400;1687108909;1969
14;0;8;1;500;1769590856;1973
14;0;4;12;720;1808570909;1995
14;1;0;1;450;1662024383;1980
14;0;8;1;400;1663616815;1954
14;0;8;12;788;1556616355;1970
14;0;4;7;788;1865694509;1997
14;0;2;1;1000;1751920888;1964
14;0;4;1;1000;1536441064;1965
14;0;2;11;1500;175036661;2003
14;0;8;2;1000;1727061464;1957
14;1;8;3;250;1474552034;1978
14;0;8;3;500;1627431762;1966
14;0;4;1;250;1732391461;1968
14;0;8;8;600;1642018566;2003
14;0;8;1;400;1754173077;1962
14;0;8;3;400;166759174;1961
14;0;0;1;600;1369493509;1944
14;0;8;2;600;176121717;1963
14;0;8;1;1000;1655755467;1967
14;0;8;1;2400;1805398268;1965
14;0;0;9;800;1756072629;1971
14;0;2;1;0;1643784019;1984
14;0;4;1;500;1702906264;1973
14;0;8;5;10000;172144465;1947
14;1;8;1;788;1651045755;1963
14;0;8;4;800;1630011334;1966
14;0;0;1;788;1576444062;1977
14;0;8;8;1000;1638655737;1979
14;0;8;1;500;1693082816;1972
14;0;8;1;500;1573364139;1997
14;0;2;11;1000;1780779338;1992
14;0;8;2;700;1713753404;1973
14;0;8;2;300;1719828441;1990
14;1;2;1;700;1694967582;1986
14;0;8;4;400;1613756758;1972
14;0;8;4;788;1605566478;1964
14;0;8;7;788;1762299409;1973
14;1;8;12;2000;1624788489;1969
14;0;8;1;788;1673408963;1973
14;0;8;1;500;1708904731;1947
14;0;8;8;900;1643867672;1978
14;0;8;9;800;1846538377;1986
14;0;8;13;1200;1644449803;1989
14;0;8;9;788;1562964046;1975
14;1;8;12;1800;1714340074;1980
14;1;4;6;350;1615706247;1982
14;0;0;2;2000;1706173437;1972
14;0;2;3;788;1651601058;1989
14;0;8;9;200;1737165018;1986
14;0;8;12;788;1575250495;1990
14;0;8;1;800;1563481385;1964
14;1;8;1;788;1664008348;1962
14;0;8;6;788;1664695909;1990
14;0;8;11;1900;1629998173;1982
14;0;8;12;1200;1706794493;1978
14;1;8;16;1200;1655304704;1990
14;1;8;12;788;1627080787;1989
14;1;8;13;1500;173087972;1983
14;1;8;12;788;1534607152;1972
14;0;8;16;2597;1783751741;1974
14;0;8;9;700;1623391561;1988
14;1;8;15;1200;1654338301;1990
14;1;8;12;1000;1649228628;1983
14;1;8;6;500;1777349887;1979
14;1;8;12;800;1759842635;1979
14;0;8;12;1100;160047724;1994
14;1;8;11;788;1692784866;1999
14;1;2;15;1114;1673199252;1985
14;1;8;12;800;1650965119;1997
14;1;4;16;1500;1606398287;1978
14;1;8;12;5000;1723410289;1960
14;1;2;16;8000;1708092115;1992
14;0;8;12;1100;1750931695;1997
14;0;2;1;2000;1699781915;1946
14;1;4;15;828;1611266214;1999
14;1;4;13;1320;1585062773;1986
14;0;8;16;1630;1690736868;1992
14;0;8;7;788;1695431415;1967
14;0;8;12;6000;1751082098;2000
14;0;8;12;800;1704074863;1993
14;0;2;12;5150;1661685294;1997
14;0;8;16;3200;1777961268;1993
14;0;2;14;788;1557905195;2001
14;0;8;1;300;1705655938;1959
14;0;8;12;2000;1802178677;1985
14;1;8;4;0;1670338645;1980
14;0;8;7;800;174404832;1978
14;0;8;16;1600;1769146314;1986
14;0;4;4;0;1721533376;1960
14;0;8;1;0;1789167806;1955
14;0;4;1;0;1629702846;1971
14;0;0;10;250;1815404821;1978
14;1;4;7;0;1753542669;1992
14;0;8;7;530;1718591252;1994
14;0;8;12;1800;1641632856;1984
14;0;2;4;1200;1771606672;1990
14;0;8;1;0;1785950961;1972
14;0;8;1;0;1656815811;1957
14;0;8;1;400;1804622679;1953
14;0;2;9;1000;1628227389;1985
14;0;8;5;400;1833105841;1990
14;0;8;1;100;1699312192;1957
14;0;0;12;1200;1702318268;1992
14;0;8;11;400;1817475534;1983
14;0;8;16;788;1588348764;1983
14;0;2;9;788;1684957513;1966
14;0;2;3;250;1738730947;1956
14;0;4;12;1800;1700465923;1969
14;1;8;5;480;1649935441;1991
14;0;8;11;1500;1577366853;1980
14;0;8;5;860;1620605313;1991
14;0;8;12;1100;1695301285;1988
14;0;2;4;1400;1693511158;1959
14;0;8;12;788;1643497067;1987
14;1;8;12;788;1676138818;1992
14;0;8;5;2600;1676285304;1960
14;0;8;12;1000;1616334776;1990
14;0;8;4;700;1654535119;1965
14;0;8;16;1500;1741041975;1985
14;1;4;16;1218;1728350615;1989
14;0;8;6;1000;1667269645;1986
14;0;8;13;3000;1717992859;1984
14;1;8;6;788;1666852758;1962
14;0;8;12;1000;155443835;1984
14;0;8;9;700;160421959;1991
14;1;8;12;788;1782686153;1992
14;1;4;1;200;1607071552;1968
14;1;8;12;1000;16160626;1995
14;1;8;16;1500;1740908689;1989
14;1;8;16;600;1720978307;1980
14;1;8;12;500;1588906265;1986
14;1;8;1;600;1848662132;1973
14;1;8;13;2433;1711700537;1976
14;1;8;12;1500;1766584842;1992
14;0;2;1;300;1911823384;1965
14;0;4;1;788;1679835371;1972
14;1;8;6;500;1653723592;1990
14;0;2;5;300;1692252847;1964
14;0;8;10;6000;1764627317;1959
14;0;4;7;1500;1789333184;1973
14;0;8;6;400;1728774438;1974
14;1;8;1;788;1771433227;1983
14;0;8;6;1300;1741407693;1968
14;0;4;12;800;1787516403;1989
14;0;8;12;0;1628463379;1981
14;0;8;12;1100;17200842;1999
14;0;8;4;350;1793316156;1990
14;1;4;9;741;1826189122;1973
14;0;4;11;70;1599962026;2002
14;0;0;8;1000;1698436767;1966
14;0;8;1;0;1749506861;1960
14;0;8;6;300;1761677416;1966
14;0;8;12;1500;1740309828;1973
14;0;8;6;500;1631351621;1986
14;0;8;4;1100;1706070427;1982
14;0;8;1;200;1543583275;1957
15;0;8;12;1200;1660546479;1973
15;0;8;8;1510;1726097102;1981
15;0;2;16;1250;1798515535;1990
15;0;8;7;1800;1657452181;1996
15;0;2;4;1300;1719541621;1972
15;0;2;9;1570;168766971;1977
15;0;2;12;1480;1703515659;1994
15;1;8;16;1560;1600107866;1986
15;0;8;4;1700;1691144995;1959
15;0;8;1;200;1679652442;1974
15;0;2;6;650;1576137267;1961
15;0;4;2;400;1632289637;1972
15;0;2;12;1510;1688605942;1977
15;1;8;5;300;1642238778;1983
15;0;8;5;350;1723099048;1972
15;0;8;12;788;1559765598;1999
15;1;8;12;250;1762145191;1984
15;0;8;4;700;1706480476;1976
15;0;8;7;788;1624044046;1980
15;1;8;1;500;1720889881;1959
15;0;8;4;500;1745060366;1977
15;0;8;5;0;1767236855;1982
15;0;8;8;1000;1551264442;1968
15;0;8;8;600;1608561233;1955
15;1;8;13;2000;1558752653;1975
15;1;8;5;850;1590537756;1968
15;0;8;6;700;1697479987;1994
15;1;8;12;0;1603394515;1980
15;1;4;4;300;1725404978;1985
15;1;8;1;300;166328181;1977
15;0;8;12;4000;1780603504;1977
15;1;2;12;440;1593919303;1999
15;1;8;12;395;1748452965;1987
15;0;8;8;500;1722194313;1983
15;0;8;12;3000;1722319575;1982
15;1;2;8;400;1657096848;1991
15;0;2;6;788;1785160174;1996
15;1;8;12;2500;1648240703;1978
15;0;8;8;1000;1647492757;1977
15;0;8;8;800;1604181394;1974
15;0;8;1;300;1653955871;1971
15;0;8;8;800;1677708114;1985
15;1;8;16;1553;169773091;1979
15;1;8;16;1200;1631940351;1964
15;0;4;9;1200;1630294635;1983
15;0;4;4;750;1900783591;1985
15;0;8;2;300;1807525665;1953
15;0;8;1;700;1658350841;1974
15;0;2;1;400;1682231537;1963
15;0;8;11;600;1593226923;2005
15;1;2;10;700;1659165922;1984
15;0;2;8;1200;1563859042;1982
15;1;2;12;1200;1659865309;1984
15;0;8;11;1900;1632417633;1980
15;0;8;11;1450;1757735829;1985
15;0;4;12;900;1588250187;1983
15;0;8;12;1500;163429283;1987
15;0;8;12;1180;1716862793;1974
15;1;4;4;350;1819259949;1973
15;0;8;5;900;183150008;1986
15;0;8;4;780;1733591258;1969
15;0;2;8;1200;1694094193;1993
15;0;4;12;4000;1581152655;1975
15;0;8;12;1200;1626383116;1988
15;0;2;4;1500;1618581749;1967
15;1;8;7;2300;1711189714;1972
15;0;4;12;780;1689009336;1983
15;0;8;6;2300;1659666494;1963
15;0;8;5;700;1704169012;1993
15;0;4;9;1750;1645212974;1989
15;1;2;12;900;1584429332;1980
15;0;8;11;900;1684634792;1977
15;1;8;1;400;1686469639;1952
15;0;8;6;1400;1721552695;1964
15;0;8;5;780;1825577226;1969
15;0;8;5;1400;1693801394;1965
15;0;8;12;7000;1742647783;1965
15;1;8;16;1600;1705061371;1985
15;0;8;3;350;1630280138;1992
15;0;4;3;0;1613041021;1979
15;0;2;6;400;1827276486;1974
15;1;8;10;300;1720920781;1970
15;1;4;3;0;1705881508;1965
15;0;8;9;900;1659427851;1969
15;1;8;6;600;1718828255;1977
15;0;4;9;2300;1616222329;1972
15;0;4;1;780;1651459755;1981
15;0;4;4;0;1616175577;1982
15;0;2;9;780;1642552171;1982
15;0;8;16;7700;1707727299;1963
15;0;2;12;950;1729064983;1976
15;0;2;7;1450;1727354127;1971
15;0;4;5;1500;1744038189;1985
15;0;8;5;780;1740316781;1993
15;0;8;11;900;1695378261;1986
15;1;8;16;1200;1713799421;1991
15;1;2;5;1400;1560364627;1965
15;0;8;12;1000;1722070281;1981
15;0;8;4;788;1620274222;1959
15;0;8;7;5000;1689082271;1980
15;0;8;5;2000;1737013234;1972
15;0;8;10;5000;1846890511;1987
15;0;8;12;1200;1660808869;1999
15;1;8;5;30;1665239508;1937
15;0;8;12;2200;1749705375;1987
15;0;2;1;2000;1792223909;1948
15;0;8;9;2300;1649039751;1988
15;0;8;11;2000;1523923578;1993
15;0;8;12;2500;1662886651;1998
15;0;8;1;788;1706731659;1961
15;1;8;9;105;1513162148;1956
15;0;2;5;1576;1888660321;1970
15;0;8;6;2200;1623626382;1991
15;0;2;2;2500;1571385332;1968
15;0;8;16;10000;1685748639;1986
15;0;4;12;750;1691225485;1972
15;0;8;12;3200;1730353841;1974
15;1;8;16;1200;1699118438;1985
15;1;2;16;2115;1783960352;1989
15;0;8;12;788;1784012771;1998
15;0;8;12;3200;1647676489;1994
15;0;2;12;1576;1719269587;1978
15;0;8;12;1600;1620770227;1988
15;0;2;12;2000;1699510545;1994
15;0;2;12;2166;1677737348;1993
15;0;8;16;12000;1612016147;1986
15;1;6;12;500;1804462601;1989
15;1;8;11;1300;1637368702;1988
15;0;2;9;3000;173897109;1977
15;0;8;12;1500;1700832674;1962
15;1;2;9;1500;1711168357;1979
15;1;8;9;1800;1685257061;1989
15;1;8;9;4000;1540904065;1981
15;0;8;5;1000;1858911203;1983
15;0;8;16;788;1736636191;1996
15;1;8;12;1200;1684658592;1979
15;0;8;16;4000;1625846796;1977
15;1;8;12;788;1670204561;1989
15;0;8;1;5000;1717404197;1986
15;0;8;12;5000;1698358286;1970
15;0;8;4;2100;160462444;1996
15;0;8;16;3000;1762302891;1970
15;1;8;12;1100;1800798278;1989
15;0;2;12;2100;1729296231;1977
15;0;8;9;5000;172024232;1990
15;0;4;12;3700;1947779992;1990
15;0;4;12;2000;1754106189;1988
15;0;8;9;1500;1683150864;1993
15;0;6;7;2500;1709790286;1990
15;0;8;6;1900;1840119894;1996
15;0;2;9;2000;1742106656;1981
15;0;8;16;3500;1707957758;1986
15;0;8;12;2800;1733992936;1994
15;0;2;6;1500;1758531103;1980
15;0;8;9;2000;1739378576;1987
15;0;8;9;2500;1679220419;1981
15;0;8;9;1500;1790964121;1997
15;0;8;17;3000;1633468432;1971
15;1;8;3;150;1716306177;1942
15;0;8;10;900;1666279538;1978
15;0;8;12;788;1738148789;1972
15;0;2;11;1500;1624658441;1984
15;0;8;12;3500;1696446291;1980
15;0;8;9;2800;168206738;1986
15;0;8;5;1710;1652004726;1966
15;0;8;9;2500;1710280019;1979
15;0;8;12;2200;1723999134;1983
15;0;8;12;1650;1782865724;1995
15;0;8;9;1600;17205958;1997
15;0;8;16;3000;1681108525;1976
15;0;8;10;1500;1659376966;1982
15;0;8;7;800;1692998365;1986
15;0;8;8;1500;1671530007;1985
15;0;8;12;2500;159105075;1987
15;0;2;12;1500;1728564879;1965
15;0;8;5;800;1635672641;1991
15;1;0;12;788;1795658989;1987
15;0;8;10;800;1697949017;1957
15;0;2;12;2500;1756095732;1965
15;0;2;9;1500;1736481607;1983
15;0;8;9;788;1676110538;1971
15;0;8;10;1000;1752016413;1988
15;0;4;5;1500;1699969682;1983
15;0;8;11;800;1639862764;1987
15;0;8;11;700;1706991472;1987
15;1;8;12;1000;1640841682;1985
15;0;2;12;870;1601196981;1982
15;0;8;12;1250;1582595452;1972
15;1;2;12;850;1725073168;1996
15;1;8;6;788;1455025714;1985
15;0;8;4;1000;1826369279;1970
15;0;2;12;1500;1590328485;1975
15;0;8;3;788;154681363;1997
15;0;8;12;1250;1636045196;1975
15;0;8;6;1200;1614931649;1979
15;1;8;12;1200;1627294151;1989
15;0;8;12;700;1657242297;1988
15;1;8;12;1000;1785760291;1978
15;1;4;12;788;1675547067;1973
15;0;8;7;120;1702404265;1969
15;1;8;6;1800;168996143;1968
15;1;2;16;525;1675477712;1982
15;0;8;2;1000;1854060702;1974
15;1;8;5;788;1719382023;1981
15;0;2;6;300;1743756269;1986
15;0;2;9;1500;1670495336;1985
15;0;2;12;1600;1550139761;1979
15;0;8;12;800;1799563235;1977
15;1;8;12;788;1651126695;1987
15;0;8;9;750;1723225498;1993
15;1;8;13;700;1603009569;1978
15;0;8;12;890;1842767771;1987
15;0;4;11;2600;1707165227;1952
15;1;8;12;992;1732822975;1968
15;0;8;11;1500;1959413986;1982
15;1;8;12;150;1802212013;1974
15;0;2;6;850;1715879416;1982
15;1;8;3;400;1738113824;1971
15;1;8;13;3200;1669654718;1971
15;0;8;12;0;1680427182;1968
15;1;2;16;20;1609931371;1942
15;1;8;16;4000;1674579579;1979
15;0;8;16;10000;1729451373;1975
15;0;8;16;5000;1667142449;1967
15;0;8;12;1500;1519913461;1997
15;1;8;16;788;1759156771;1984
15;0;8;9;900;1745993783;1985
15;0;2;16;3000;1538653389;1989
15;1;4;9;900;1676136324;1966
15;0;4;6;1000;1564767046;1987
15;1;8;16;1200;1792865161;1971
15;0;8;11;700;1571399417;1998
15;0;8;7;788;1802598955;1989
15;1;8;12;1500;1757333575;1991
15;1;8;11;300;1788553021;1992
15;0;8;12;700;1714699822;1988
15;1;8;11;700;1593379374;1988
15;1;6;12;788;176855389;1968
15;1;8;16;6000;1642487523;1976
15;0;8;16;4000;1823118736;1987
15;0;2;15;1500;1670240391;1977
15;0;2;14;5500;1771126569;1972
15;1;8;12;788;160018348;1986
15;1;4;12;788;177228497;1977
15;1;8;8;500;1620689277;1985
15;1;2;12;788;1621446895;1976
15;0;8;9;2000;1836323388;1977
15;0;8;12;7000;17919493;1977
15;1;8;12;500;1744646811;1972
15;1;0;8;830;1700883733;1975
15;0;8;12;11000;1717318001;1960
15;0;8;10;1200;1605963499;1994
15;0;8;11;1200;1865716857;1975
15;0;8;11;920;1750448283;1968
15;1;8;1;788;1733791397;1969
15;0;8;12;900;1759036614;1985
15;0;8;12;1250;1656263126;1990
15;0;4;12;1500;1797271201;1992
15;1;8;16;1800;1708038594;1989
15;0;8;4;788;164283471;1975
15;1;8;6;800;1639578374;1968
15;1;8;15;1600;1834890968;1993
15;0;8;12;2600;1774648835;1997
15;0;4;16;2100;1643618974;1985
15;0;8;12;1000;1753316018;1992
15;1;8;14;800;1762516187;1987
15;0;8;12;3000;1634758083;1983
15;0;8;12;1500;1764962994;1997
15;1;8;16;1100;1772421754;1973
15;0;2;12;1500;1764947086;1966
15;1;8;12;500;1791881022;1998
15;0;8;12;2000;1649389994;1970
15;1;8;8;788;1635266568;1970
15;1;4;12;5000;1629891669;1985
15;1;8;9;788;1650328919;1982
15;0;2;12;788;1645346031;1978
